MS Zoning,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,Gr Liv Area,Full Bath,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Fence,Sale Type,Sale Condition,SalePrice
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,2007,2007,Gable,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,1563.0,Ex,Y,1563,1563,2,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3.0,758.0,TA,TA,Y,None,WD ,Normal,245000
RL,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,1Fam,1Story,7,2008,2008,Gable,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1417.0,Ex,Y,1428,1428,2,Ex,6,Typ,0,None,Attchd,2008.0,RFn,2.0,554.0,TA,TA,Y,None,New,Partial,227680
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,8,2007,2007,Gable,VinylSd,VinylSd,Stone,156.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1341.0,Ex,Y,1341,1861,3,Gd,7,Typ,1,Gd,BuiltIn,2007.0,RFn,3.0,851.0,TA,TA,Y,None,WD ,Normal,257000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,8,2007,2008,Hip,VinylSd,VinylSd,Stone,310.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,955.0,Ex,Y,955,1874,2,Gd,8,Typ,1,Gd,Attchd,2007.0,Fin,3.0,880.0,TA,TA,Y,None,New,Partial,297900
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,1Fam,1Story,8,2006,2007,Hip,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,1460.0,Ex,Y,1460,1460,2,Gd,6,Typ,1,Gd,Attchd,2006.0,Fin,2.0,480.0,TA,TA,Y,None,WD ,Normal,247000
FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,2007,2008,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1363.0,Ex,Y,1372,1372,2,Gd,6,Typ,0,None,Attchd,2008.0,RFn,2.0,588.0,TA,TA,Y,None,New,Partial,212700
FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,1Story,7,2007,2008,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,Unf,1372.0,Ex,Y,1372,1372,2,Gd,6,Typ,0,None,Attchd,2008.0,Fin,2.0,529.0,TA,TA,Y,None,New,Partial,250580
FV,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,1Fam,1Story,7,2007,2008,Gable,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1428.0,Ex,Y,1428,1428,2,Gd,6,Typ,0,None,Attchd,2007.0,Fin,2.0,480.0,TA,TA,Y,None,New,Partial,182000
FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,2005,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,866.0,Gd,Y,866,1768,2,Gd,7,Typ,0,None,Attchd,2005.0,RFn,2.0,603.0,TA,TA,Y,None,WD ,Normal,226700
FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,8,2003,2004,Hip,VinylSd,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,TA,No,Unf,Unf,1053.0,Ex,Y,1053,1992,2,Gd,9,Typ,1,Gd,Attchd,2003.0,RFn,2.0,648.0,TA,TA,Y,None,WD ,Normal,250000
FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,2005,2005,Gable,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1026.0,Ex,Y,1026,1958,2,Gd,9,Typ,1,Gd,Attchd,2005.0,Fin,3.0,936.0,TA,TA,Y,None,WD ,Normal,250000
FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,8,2007,2008,Gable,VinylSd,VinylSd,Stone,100.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,1034.0,Ex,Y,1050,2078,2,Ex,8,Typ,1,Gd,Attchd,2008.0,Fin,3.0,836.0,TA,TA,Y,None,New,Partial,339750
FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,2007,2007,Gable,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,813.0,Ex,Y,822,1665,2,Gd,7,Typ,0,None,Attchd,2007.0,RFn,2.0,562.0,TA,TA,Y,None,WD ,Normal,205950
FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,2007,2007,Gable,VinylSd,VinylSd,BrkFace,292.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1660.0,Ex,Y,1660,1660,2,Gd,7,Typ,1,Gd,Attchd,2007.0,Fin,3.0,660.0,TA,TA,Y,None,WD ,Normal,256000
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,1Story,7,2007,2008,Gable,CemntBd,CmentBd,Stone,210.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1218.0,Ex,Y,1218,1218,2,Gd,6,Typ,0,None,Attchd,2008.0,Fin,2.0,462.0,TA,TA,Y,None,New,Partial,230348
FV,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,6,2003,2003,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Rec,Unf,864.0,Ex,Y,864,1728,2,Gd,7,Typ,0,None,Attchd,2003.0,RFn,2.0,673.0,TA,TA,Y,None,WD ,Normal,207500
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,1Story,7,2004,2005,Gable,VinylSd,VinylSd,BrkFace,120.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,1080.0,Ex,Y,1080,1080,1,Gd,6,Typ,0,None,None,1979.0,None,0.0,0.0,None,None,Y,None,WD ,Normal,141000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,2003,2003,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,ALQ,835.0,Ex,Y,835,1696,2,Gd,7,Typ,0,None,Attchd,2003.0,RFn,2.0,542.0,TA,TA,Y,None,WD ,Normal,188000
RL,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,SawyerW,Norm,1Fam,2Story,7,2003,2004,Gable,VinylSd,VinylSd,BrkFace,95.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,835.0,Ex,Y,835,1663,2,Gd,8,Typ,0,None,Attchd,2003.0,RFn,2.0,478.0,TA,TA,Y,None,WD ,Normal,192500
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,1Fam,1Story,6,2005,2006,Gable,VinylSd,VinylSd,BrkFace,126.0,TA,TA,PConc,Gd,Gd,No,GLQ,Unf,1175.0,Ex,Y,1175,1175,1,Gd,6,Typ,0,None,None,1979.0,None,0.0,0.0,None,None,Y,None,WD ,Normal,146000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,1Fam,1Story,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,GLQ,Unf,1114.0,Ex,Y,1114,1114,1,Gd,6,Typ,0,None,Detchd,2004.0,Unf,2.0,576.0,TA,TA,Y,None,WD ,Normal,159000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,1Fam,1Story,6,2003,2004,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,1114.0,Ex,Y,1114,1114,1,Gd,6,Typ,0,None,Detchd,2004.0,Unf,2.0,576.0,TA,TA,Y,None,WD ,Normal,155000
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,2004,2004,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,798.0,Ex,Y,798,1640,2,Gd,6,Typ,0,None,Attchd,2004.0,RFn,2.0,520.0,TA,TA,Y,None,WD ,Normal,173000
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,1Fam,1Story,7,2007,2007,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,1162.0,Ex,Y,1162,1162,2,Gd,6,Typ,0,None,Attchd,2007.0,Fin,2.0,483.0,TA,TA,Y,None,WD ,Normal,170000
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,1995,1995,Gable,VinylSd,VinylSd,BrkFace,38.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,754.0,Ex,Y,754,1609,2,Gd,6,Typ,0,None,Attchd,1995.0,RFn,2.0,525.0,TA,TA,Y,None,WD ,Normal,182000
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,1993,1994,Gable,HdBoard,HdBoard,BrkFace,120.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,886.0,Ex,Y,886,1680,2,Gd,7,Typ,0,None,Attchd,1993.0,RFn,2.0,474.0,TA,TA,Y,None,WD ,Normal,163000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,1Story,6,1994,1998,Gable,HdBoard,HdBoard,BrkFace,258.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,1408.0,Ex,Y,1679,1679,2,Gd,7,Typ,1,Fa,Attchd,1994.0,RFn,2.0,575.0,TA,TA,Y,None,WD ,Normal,193500
RL,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,1Fam,2Story,7,1994,1995,Gable,VinylSd,VinylSd,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,832.0,Ex,Y,832,1657,2,Gd,6,Typ,0,None,Attchd,1994.0,RFn,2.0,483.0,TA,TA,Y,None,WD ,Normal,189000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,2001,2001,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,827.0,Ex,Y,827,1677,2,Gd,7,Typ,0,None,Attchd,2001.0,RFn,2.0,627.0,TA,TA,Y,None,WD ,Normal,190500
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,1Fam,2Story,7,1992,1992,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,836.0,Gd,Y,844,1737,2,Gd,7,Typ,0,None,Attchd,1992.0,Fin,2.0,506.0,TA,TA,Y,None,WD ,Normal,175000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,1Story,6,1991,1991,Gable,HdBoard,HdBoard,BrkFace,88.0,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,1278.0,Gd,Y,1294,1294,2,Gd,6,Typ,0,None,Attchd,1991.0,RFn,2.0,496.0,TA,TA,Y,GdWo,WD ,Normal,179200
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,RRNe,1Fam,2Story,6,1993,1993,Gable,HdBoard,HdBoard,BrkFace,120.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,832.0,Ex,Y,832,1710,2,Gd,7,Typ,0,None,Attchd,1993.0,RFn,2.0,506.0,TA,TA,Y,None,WD ,Normal,187000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,TwnhsE,1Story,6,1993,1994,Gable,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,No,LwQ,GLQ,1604.0,Ex,Y,1617,1617,2,Gd,5,Typ,1,Fa,Attchd,1993.0,RFn,2.0,533.0,TA,TA,Y,None,WD ,Normal,193000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,TwnhsE,1Story,6,1993,1993,Gable,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1199.0,Ex,Y,1199,1199,2,Gd,5,Typ,0,None,Attchd,1993.0,RFn,2.0,530.0,TA,TA,Y,None,WD ,Normal,153900
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,1Fam,1Story,5,1963,1963,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,Gd,No,BLQ,ALQ,984.0,TA,Y,984,984,1,TA,5,Typ,1,TA,Attchd,1963.0,RFn,1.0,384.0,TA,TA,Y,MnPrv,WD ,Normal,128000
RL,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,1962,1962,Hip,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,912.0,TA,Y,912,912,1,TA,4,Typ,0,None,Detchd,1962.0,Unf,1.0,352.0,TA,TA,Y,None,WD ,Normal,144000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,1Fam,1Story,5,1961,2007,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,864.0,Ex,Y,864,864,1,Gd,5,Typ,1,TA,Detchd,1962.0,Unf,1.0,420.0,TA,TA,Y,None,WD ,Normal,135000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,2fmCon,1Story,5,1968,1968,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Fa,Mn,ALQ,Unf,890.0,Gd,N,890,890,1,TA,5,Typ,0,None,Detchd,1970.0,Unf,1.0,308.0,TA,TA,Y,None,WD ,Normal,115000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,1963,1963,Hip,Wd Sdng,HdBoard,None,0.0,TA,TA,CBlock,Gd,Gd,No,ALQ,Unf,864.0,TA,Y,864,864,1,TA,5,Typ,0,None,Attchd,1963.0,Unf,1.0,276.0,TA,TA,Y,None,COD,Abnorml,119916
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,1Fam,1Story,6,1961,1996,Hip,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,Unf,912.0,Gd,Y,912,912,1,Gd,5,Typ,0,None,Detchd,1962.0,Unf,1.0,288.0,TA,TA,Y,GdPrv,WD ,Normal,142000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,1Fam,1Story,6,1974,1974,Gable,HdBoard,ImStucc,BrkFace,144.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,1430.0,TA,Y,1430,1430,2,TA,6,Typ,2,TA,Attchd,1974.0,Unf,2.0,484.0,TA,TA,Y,None,WD ,Normal,192000
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,1Fam,1.5Fin,5,1972,1972,Gable,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,Gd,TA,No,LwQ,ALQ,1001.0,TA,Y,1001,1641,2,TA,5,Typ,1,Gd,Detchd,1972.0,Unf,2.0,490.0,TA,TA,Y,GdPrv,WD ,Normal,140000
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,2Story,6,1990,1991,Hip,HdBoard,HdBoard,BrkFace,304.0,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,930.0,Ex,Y,1364,2683,2,Gd,9,Typ,2,Gd,Attchd,1990.0,RFn,2.0,473.0,TA,TA,Y,None,WD ,Normal,290000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,1.5Fin,9,1993,1994,Hip,Wd Sdng,Wd Sdng,BrkFace,568.0,Gd,TA,PConc,Gd,TA,Gd,BLQ,Unf,1848.0,Ex,Y,1827,2786,2,Gd,10,Typ,1,Ex,Attchd,1993.0,Fin,2.0,636.0,TA,TA,Y,None,WD ,Normal,372500
FV,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,TwnhsE,1Story,7,2004,2004,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1391.0,Ex,Y,1391,1391,2,Gd,5,Typ,0,None,Attchd,2004.0,RFn,2.0,530.0,TA,TA,Y,None,WD ,Normal,196000
FV,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,7,2006,2007,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,625.0,Ex,Y,625,1250,2,Gd,5,Typ,0,None,Detchd,2006.0,Fin,2.0,625.0,TA,TA,Y,None,WD ,Normal,171900
FV,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,TwnhsE,1Story,7,2004,2005,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1235.0,Ex,Y,1245,1245,2,Gd,5,Typ,0,None,Attchd,2004.0,RFn,2.0,495.0,TA,TA,Y,None,WD ,Normal,178000
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,6,2005,2005,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,600.0,Ex,Y,600,1200,2,Gd,5,Typ,0,None,Detchd,2005.0,RFn,2.0,480.0,TA,TA,Y,None,WD ,Normal,165000
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,7,2007,2007,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,689.0,Ex,Y,703,1392,2,Gd,5,Typ,0,None,Detchd,2007.0,Unf,2.0,540.0,TA,TA,Y,None,WD ,Abnorml,146000
FV,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,TwnhsE,2Story,7,2007,2007,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,689.0,Ex,Y,703,1392,2,Gd,5,Typ,0,None,Detchd,2007.0,Unf,2.0,540.0,TA,TA,Y,None,WD ,Abnorml,146000
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Twnhs,2Story,7,1999,1999,Gable,MetalSd,MetalSd,BrkFace,360.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,744.0,Gd,Y,757,1501,2,TA,6,Typ,0,None,Detchd,1999.0,Unf,2.0,440.0,TA,TA,Y,None,WD ,Normal,179400
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Twnhs,2Story,6,1999,1999,Gable,MetalSd,MetalSd,Stone,216.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,744.0,Gd,Y,757,1549,2,TA,6,Typ,0,None,Detchd,1999.0,Unf,2.0,440.0,TA,TA,Y,None,WD ,Normal,172900
FV,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,TwnhsE,1Story,9,2000,2000,Hip,MetalSd,MetalSd,BrkFace,260.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1614.0,Ex,Y,1638,1638,2,Ex,5,Typ,1,TA,Attchd,2000.0,Fin,2.0,495.0,TA,TA,Y,None,WD ,Normal,300000
FV,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,TwnhsE,1Story,9,2001,2001,Gable,VinylSd,VinylSd,BrkFace,179.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,1310.0,Ex,Y,1310,1310,1,Gd,5,Typ,1,TA,Attchd,2001.0,RFn,2.0,545.0,TA,TA,Y,None,WD ,Normal,285000
FV,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,TwnhsE,1Story,9,2001,2001,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,1419.0,Ex,Y,1419,1419,1,Ex,5,Typ,1,TA,Attchd,2001.0,Fin,2.0,588.0,TA,TA,Y,None,WD ,Normal,290000
FV,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,TwnhsE,1Story,9,1999,2000,Gable,VinylSd,VinylSd,BrkFace,260.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1557.0,Ex,Y,1557,1557,2,Ex,5,Typ,1,TA,Attchd,1999.0,RFn,2.0,484.0,TA,TA,Y,None,WD ,Normal,305000
FV,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,TwnhsE,1Story,9,1999,2000,Gable,MetalSd,MetalSd,BrkFace,60.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,1698.0,Ex,Y,1709,1709,2,Gd,5,Typ,1,TA,Attchd,1999.0,Fin,2.0,506.0,TA,TA,Y,None,CWD,Abnorml,328900
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Twnhs,2Story,7,1999,2000,Gable,MetalSd,MetalSd,BrkFace,212.0,Gd,TA,PConc,Gd,TA,No,BLQ,Unf,600.0,Ex,Y,624,1252,2,Gd,4,Typ,0,None,Detchd,1999.0,Unf,2.0,462.0,TA,TA,Y,None,WD ,Normal,160000
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Twnhs,SLvl,7,1999,2000,Gable,VinylSd,VinylSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,672.0,Ex,Y,684,1404,2,Gd,5,Typ,0,None,Detchd,1999.0,Unf,2.0,462.0,TA,TA,Y,None,WD ,Normal,170000
FV,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,1Fam,2Story,7,2001,2001,Gable,VinylSd,VinylSd,BrkFace,513.0,TA,TA,PConc,TA,TA,No,GLQ,Unf,858.0,Ex,Y,872,1789,2,TA,7,Typ,1,TA,Attchd,2001.0,Fin,2.0,546.0,TA,TA,Y,None,WD ,Normal,223000
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Twnhs,2Story,8,1999,1999,Gable,MetalSd,MetalSd,BrkFace,466.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,960.0,Ex,Y,962,1586,2,Gd,7,Typ,0,None,Detchd,1999.0,Unf,2.0,480.0,TA,TA,Y,None,WD ,Normal,170000
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Twnhs,2Story,8,1999,2000,Gable,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,960.0,Ex,Y,962,1607,2,Gd,7,Typ,0,None,Detchd,2000.0,Unf,2.0,480.0,TA,TA,Y,None,ConLD,Normal,200000
FV,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,10,1998,1999,Gable,BrkFace,MetalSd,None,0.0,Ex,TA,PConc,Gd,TA,Mn,BLQ,GLQ,970.0,Ex,Y,1469,2393,2,Ex,7,Typ,1,TA,Attchd,1998.0,Fin,2.0,846.0,TA,TA,Y,None,WD ,Normal,345000
RL,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,TwnhsE,1Story,8,1996,1996,Gable,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1260.0,Ex,Y,1288,1288,1,Ex,4,Typ,2,Gd,Attchd,1996.0,Fin,2.0,500.0,TA,TA,Y,None,WD ,Normal,245500
RL,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,TwnhsE,1Story,8,1995,1995,Hip,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,Gd,LwQ,GLQ,1230.0,Ex,Y,1239,1239,1,Gd,4,Typ,1,Fa,Attchd,1995.0,Fin,2.0,477.0,TA,TA,Y,None,WD ,Normal,217500
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,TwnhsE,1Story,8,1993,1993,Gable,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1719.0,Ex,Y,1719,1719,1,Gd,6,Typ,2,Gd,Attchd,1993.0,Fin,2.0,473.0,TA,TA,Y,None,Con,Normal,324000
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,1Fam,1Story,6,1984,1984,Gable,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,BLQ,Unf,1232.0,TA,Y,1232,1232,2,TA,6,Typ,0,None,Attchd,1984.0,Unf,2.0,516.0,TA,TA,Y,None,WD ,Normal,162500
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,1Fam,2Story,9,1977,1977,Mansard,Wd Sdng,Wd Sdng,BrkFace,1050.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,Unf,994.0,TA,Y,1599,2944,2,Gd,9,Typ,1,Gd,Attchd,1977.0,RFn,3.0,864.0,TA,TA,Y,None,WD ,Family,150000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,1Fam,1Story,8,1976,2007,Gable,VinylSd,VinylSd,None,0.0,Ex,Ex,CBlock,Gd,Ex,Mn,GLQ,Rec,1426.0,Ex,Y,1671,1671,3,Ex,6,Typ,1,Gd,Attchd,1976.0,RFn,2.0,550.0,TA,TA,Y,GdWo,WD ,Normal,290000
FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,2002,2002,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,952.0,Ex,Y,952,1812,2,TA,7,Typ,1,TA,Attchd,2002.0,RFn,2.0,469.0,TA,TA,Y,None,WD ,Normal,205000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,1Story,7,1970,1970,Hip,Plywood,Plywood,BrkFace,288.0,TA,TA,PConc,TA,TA,No,Unf,Unf,1304.0,Gd,Y,1682,1682,2,TA,7,Typ,1,Gd,Attchd,1970.0,Unf,2.0,530.0,TA,TA,Y,MnPrv,WD ,Normal,174000
